currency,base_currency,currency_name,exchange_rate,date,currency_pair
NOK,EUR,Norwegian Krone,11.610887,2025-10-24,EUR/NOK
MXN,EUR,Mexican Peso,19.3448,2023-10-24,EUR/MXN
HKD,EUR,Hong Kong Dollar,8.8353,2019-06-12,EUR/HKD
NZD,EUR,New Zealand Dollar,1.78847,2023-07-18,EUR/NZD
CAD,EUR,Canadian Dollar,1.40542,2017-02-06,EUR/CAD
USD,EUR,United States Dollar,1.2869,2005-04-06,EUR/USD
USD,EUR,United States Dollar,1.4516,2010-01-11,EUR/USD
GBP,EUR,British Pound Sterling,0.8306,2012-02-17,EUR/GBP
PLN,EUR,Polish Zloty,4.278742,2025-04-20,EUR/PLN
USD,EUR,United States Dollar,1.3402,2004-12-06,EUR/USD
CHF,EUR,Swiss Franc,1.10902,2021-03-10,EUR/CHF
MXN,EUR,Mexican Peso,23.6149,2021-09-07,EUR/MXN
DKK,EUR,Danish Krone,7.44622,2022-10-28,EUR/DKK
AUD,EUR,Australian Dollar,1.2272,2012-01-17,EUR/AUD
CNY,EUR,Chinese Yuan,7.8405,2018-12-19,EUR/CNY
CHF,EUR,Swiss Franc,1.09424,2016-08-29,EUR/CHF
JPY,EUR,Japanese Yen,106.42,2012-04-27,EUR/JPY
HKD,EUR,Hong Kong Dollar,10.6268,2014-05-19,EUR/HKD
MXN,EUR,Mexican Peso,21.734284,2025-05-15,EUR/MXN
HKD,EUR,Hong Kong Dollar,8.92019,2021-11-11,EUR/HKD
ZAR,EUR,South African Rand,20.462331,2024-03-16,EUR/ZAR
NOK,EUR,Norwegian Krone,10.36212,2022-10-16,EUR/NOK
SGD,EUR,Singapore Dollar,1.509645,2025-11-12,EUR/SGD
MXN,EUR,Mexican Peso,18.88759,2015-09-30,EUR/MXN
JPY,EUR,Japanese Yen,125.106,2019-02-18,EUR/JPY
SEK,EUR,Swedish Krona,10.35525,2020-10-16,EUR/SEK
CNY,EUR,Chinese Yuan,7.645,2017-06-26,EUR/CNY
CNY,EUR,Chinese Yuan,7.7207,2017-07-05,EUR/CNY
CHF,EUR,Swiss Franc,1.5824,2008-03-05,EUR/CHF
CNY,EUR,Chinese Yuan,7.685564,2024-11-11,EUR/CNY
USD,EUR,United States Dollar,1.033163,2025-02-04,EUR/USD
JPY,EUR,Japanese Yen,135.33,2005-01-13,EUR/JPY
SEK,EUR,Swedish Krona,10.26081,2018-11-12,EUR/SEK
AUD,EUR,Australian Dollar,1.5245,2014-03-06,EUR/AUD
CNY,EUR,Chinese Yuan,7.1077,2015-02-19,EUR/CNY
CHF,EUR,Swiss Franc,1.0456,2022-01-12,EUR/CHF
CNY,EUR,Chinese Yuan,8.9327,2011-02-08,EUR/CNY
HKD,EUR,Hong Kong Dollar,8.511268,2023-11-17,EUR/HKD
TRY,EUR,Turkish Lira,4.5506,2017-12-29,EUR/TRY
JPY,EUR,Japanese Yen,150.34,2006-11-08,EUR/JPY
JPY,EUR,Japanese Yen,156.766,2023-08-07,EUR/JPY
NZD,EUR,New Zealand Dollar,1.7667,2011-05-25,EUR/NZD
HKD,EUR,Hong Kong Dollar,7.8334,2022-09-14,EUR/HKD
CZK,EUR,Czech Republic Koruna,25.019,2020-02-10,EUR/CZK
CHF,EUR,Swiss Franc,0.97782,2023-07-03,EUR/CHF
USD,EUR,United States Dollar,1.1945,2005-12-12,EUR/USD
HKD,EUR,Hong Kong Dollar,8.168031,2024-12-14,EUR/HKD
USD,EUR,United States Dollar,1.163941,2026-05-27,EUR/USD
GBP,EUR,British Pound Sterling,0.8646,2009-07-24,EUR/GBP
NOK,EUR,Norwegian Krone,11.541281,2026-01-26,EUR/NOK
NZD,EUR,New Zealand Dollar,1.6759,2013-06-10,EUR/NZD
AUD,EUR,Australian Dollar,1.5626,2007-07-23,EUR/AUD
CNY,EUR,Chinese Yuan,7.9768,2012-09-04,EUR/CNY
CAD,EUR,Canadian Dollar,1.5979,2008-07-03,EUR/CAD
PLN,EUR,Polish Zloty,4.2204,2015-09-24,EUR/PLN
PLN,EUR,Polish Zloty,4.8413,2022-10-11,EUR/PLN
GBP,EUR,British Pound Sterling,0.85816,2021-09-02,EUR/GBP
AUD,EUR,Australian Dollar,1.7144,2004-10-20,EUR/AUD
HKD,EUR,Hong Kong Dollar,9.5415,2012-08-09,EUR/HKD
CAD,EUR,Canadian Dollar,1.5294,2007-01-30,EUR/CAD
AUD,EUR,Australian Dollar,1.48895,2017-09-06,EUR/AUD
CHF,EUR,Swiss Franc,1.17069,2018-03-07,EUR/CHF
SEK,EUR,Swedish Krona,9.5576,2017-04-03,EUR/SEK
AUD,EUR,Australian Dollar,1.6266,2020-09-11,EUR/AUD
JPY,EUR,Japanese Yen,122.602,2019-05-27,EUR/JPY
MXN,EUR,Mexican Peso,21.637354,2025-09-15,EUR/MXN
JPY,EUR,Japanese Yen,113.145,2016-08-24,EUR/JPY
USD,EUR,United States Dollar,1.1774,2021-04-01,EUR/USD
USD,EUR,United States Dollar,1.110352,2024-09-05,EUR/USD
JPY,EUR,Japanese Yen,161.578615,2023-11-08,EUR/JPY
TRY,EUR,Turkish Lira,2.7737,2014-11-24,EUR/TRY
GBP,EUR,British Pound Sterling,0.8737,2013-08-01,EUR/GBP
NOK,EUR,Norwegian Krone,9.67993,2018-01-07,EUR/NOK
ZAR,EUR,South African Rand,19.6762,2020-09-04,EUR/ZAR
GBP,EUR,British Pound Sterling,0.8461,2013-09-03,EUR/GBP
NZD,EUR,New Zealand Dollar,1.7717,2020-09-30,EUR/NZD
CZK,EUR,Czech Republic Koruna,25.448554,2024-11-02,EUR/CZK
TRY,EUR,Turkish Lira,10.5318,2021-06-04,EUR/TRY
USD,EUR,United States Dollar,1.12773,2019-06-06,EUR/USD
ZAR,EUR,South African Rand,19.270467,2026-04-14,EUR/ZAR
SGD,EUR,Singapore Dollar,1.5329,2016-01-05,EUR/SGD
CAD,EUR,Canadian Dollar,1.3282,2010-09-07,EUR/CAD
CNY,EUR,Chinese Yuan,7.7909,2021-06-02,EUR/CNY
CZK,EUR,Czech Republic Koruna,25.6942,2021-10-26,EUR/CZK
USD,EUR,United States Dollar,1.17057,2020-09-22,EUR/USD
USD,EUR,United States Dollar,1.4743,2008-08-20,EUR/USD
CNY,EUR,Chinese Yuan,7.77586,2024-02-21,EUR/CNY
CHF,EUR,Swiss Franc,1.14326,2018-10-15,EUR/CHF
GBP,EUR,British Pound Sterling,0.8652,2019-04-19,EUR/GBP
CHF,EUR,Swiss Franc,1.2336,2011-10-12,EUR/CHF
CHF,EUR,Swiss Franc,1.6368,2007-11-21,EUR/CHF
DKK,EUR,Danish Krone,7.46863,2019-06-04,EUR/DKK
HKD,EUR,Hong Kong Dollar,8.4083,2023-05-30,EUR/HKD
TRY,EUR,Turkish Lira,3.2911,2015-10-19,EUR/TRY
TRY,EUR,Turkish Lira,21.2248,2023-05-12,EUR/TRY
ZAR,EUR,South African Rand,19.890998,2025-12-04,EUR/ZAR
USD,EUR,United States Dollar,1.5531,2008-05-06,EUR/USD
CAD,EUR,Canadian Dollar,1.49437,2017-08-11,EUR/CAD
HKD,EUR,Hong Kong Dollar,9.15368,2020-11-12,EUR/HKD
GBP,EUR,British Pound Sterling,0.7296,2015-08-27,EUR/GBP
USD,EUR,United States Dollar,1.138187,2025-04-24,EUR/USD
HKD,EUR,Hong Kong Dollar,8.935301,2026-06-27,EUR/HKD
JPY,EUR,Japanese Yen,145.011,2015-01-01,EUR/JPY
CNY,EUR,Chinese Yuan,9.3024,2010-10-13,EUR/CNY
JPY,EUR,Japanese Yen,122.572,2017-06-14,EUR/JPY
NZD,EUR,New Zealand Dollar,1.779487,2024-07-11,EUR/NZD
NOK,EUR,Norwegian Krone,8.60117,2015-04-12,EUR/NOK
JPY,EUR,Japanese Yen,155.42,2007-03-16,EUR/JPY
NZD,EUR,New Zealand Dollar,1.777467,2024-03-03,EUR/NZD
GBP,EUR,British Pound Sterling,0.71882,2015-06-01,EUR/GBP
SGD,EUR,Singapore Dollar,1.46071,2025-05-09,EUR/SGD
CNY,EUR,Chinese Yuan,7.0741,2015-02-09,EUR/CNY
PLN,EUR,Polish Zloty,4.212797,2026-01-26,EUR/PLN
GBP,EUR,British Pound Sterling,0.8491,2011-02-28,EUR/GBP
MXN,EUR,Mexican Peso,20.7286,2017-03-16,EUR/MXN
NZD,EUR,New Zealand Dollar,1.839853,2025-02-12,EUR/NZD
CNY,EUR,Chinese Yuan,7.983302,2024-08-25,EUR/CNY
CZK,EUR,Czech Republic Koruna,24.670848,2025-07-14,EUR/CZK
AUD,EUR,Australian Dollar,1.5685,2015-09-18,EUR/AUD
GBP,EUR,British Pound Sterling,0.6846,2005-10-13,EUR/GBP
NOK,EUR,Norwegian Krone,9.67329,2019-07-02,EUR/NOK
DKK,EUR,Danish Krone,7.45104,2023-02-14,EUR/DKK
PLN,EUR,Polish Zloty,4.443,2023-07-10,EUR/PLN
NZD,EUR,New Zealand Dollar,2.0846,2009-12-03,EUR/NZD
DKK,EUR,Danish Krone,7.458673,2024-06-11,EUR/DKK
SGD,EUR,Singapore Dollar,1.5435,2019-01-17,EUR/SGD
AUD,EUR,Australian Dollar,1.7113,2006-07-06,EUR/AUD
GBP,EUR,British Pound Sterling,0.8885,2017-12-29,EUR/GBP
SGD,EUR,Singapore Dollar,1.405223,2025-01-12,EUR/SGD
TRY,EUR,Turkish Lira,4.5446,2018-01-01,EUR/TRY
USD,EUR,United States Dollar,1.3836,2007-09-11,EUR/USD
SEK,EUR,Swedish Krona,9.57164,2015-02-13,EUR/SEK
NZD,EUR,New Zealand Dollar,1.49253,2015-01-19,EUR/NZD
CAD,EUR,Canadian Dollar,1.4109,2006-03-20,EUR/CAD
GBP,EUR,British Pound Sterling,0.6812,2004-09-20,EUR/GBP
USD,EUR,United States Dollar,1.140116,2025-04-26,EUR/USD
NOK,EUR,Norwegian Krone,9.7753,2019-01-08,EUR/NOK
CHF,EUR,Swiss Franc,0.924749,2025-11-16,EUR/CHF
CZK,EUR,Czech Republic Koruna,27.2355,2020-05-10,EUR/CZK
ZAR,EUR,South African Rand,16.1545,2016-04-22,EUR/ZAR
TRY,EUR,Turkish Lira,47.960471,2025-09-04,EUR/TRY
NOK,EUR,Norwegian Krone,9.27795,2016-09-18,EUR/NOK
CZK,EUR,Czech Republic Koruna,25.5799,2018-08-09,EUR/CZK
ZAR,EUR,South African Rand,17.0535,2021-06-29,EUR/ZAR
CNY,EUR,Chinese Yuan,9.9572,2009-09-29,EUR/CNY
ZAR,EUR,South African Rand,18.998262,2026-02-13,EUR/ZAR
GBP,EUR,British Pound Sterling,0.831435,2024-11-24,EUR/GBP
USD,EUR,United States Dollar,1.17404,2021-08-11,EUR/USD
CAD,EUR,Canadian Dollar,1.619212,2025-11-20,EUR/CAD
NZD,EUR,New Zealand Dollar,1.966674,2026-02-11,EUR/NZD
AUD,EUR,Australian Dollar,1.6296,2005-06-01,EUR/AUD
NZD,EUR,New Zealand Dollar,2.1644,2009-07-20,EUR/NZD
CZK,EUR,Czech Republic Koruna,24.4387,2022-10-25,EUR/CZK
CNY,EUR,Chinese Yuan,7.2761,2016-03-22,EUR/CNY
CNY,EUR,Chinese Yuan,7.7089,2012-07-24,EUR/CNY
AUD,EUR,Australian Dollar,1.6454,2007-03-26,EUR/AUD
NZD,EUR,New Zealand Dollar,1.6501,2014-02-10,EUR/NZD
ZAR,EUR,South African Rand,17.6942,2016-03-15,EUR/ZAR
CHF,EUR,Swiss Franc,1.0757,2021-01-15,EUR/CHF
CAD,EUR,Canadian Dollar,1.5405,2007-03-30,EUR/CAD
NZD,EUR,New Zealand Dollar,2.021161,2026-04-06,EUR/NZD
AUD,EUR,Australian Dollar,1.62179,2024-10-12,EUR/AUD
AUD,EUR,Australian Dollar,1.61797,2020-08-31,EUR/AUD
NOK,EUR,Norwegian Krone,11.783075,2023-11-17,EUR/NOK
CAD,EUR,Canadian Dollar,1.39244,2022-03-30,EUR/CAD
NOK,EUR,Norwegian Krone,11.640829,2025-05-15,EUR/NOK
USD,EUR,United States Dollar,1.2106,2010-06-10,EUR/USD
JPY,EUR,Japanese Yen,162.11,2007-12-04,EUR/JPY
CHF,EUR,Swiss Franc,1.2092,2012-10-02,EUR/CHF
SEK,EUR,Swedish Krona,9.34478,2015-01-26,EUR/SEK
CZK,EUR,Czech Republic Koruna,23.7006,2023-05-31,EUR/CZK
CAD,EUR,Canadian Dollar,1.47556,2024-07-09,EUR/CAD
CAD,EUR,Canadian Dollar,1.3578,2013-01-30,EUR/CAD
HKD,EUR,Hong Kong Dollar,9.9261,2006-08-24,EUR/HKD
DKK,EUR,Danish Krone,7.4709,2019-10-30,EUR/DKK
SEK,EUR,Swedish Krona,9.74996,2016-12-19,EUR/SEK
MXN,EUR,Mexican Peso,21.682,2016-09-14,EUR/MXN
USD,EUR,United States Dollar,1.3176,2006-12-21,EUR/USD
AUD,EUR,Australian Dollar,1.67748,2023-09-08,EUR/AUD
NZD,EUR,New Zealand Dollar,1.67022,2017-10-10,EUR/NZD
PLN,EUR,Polish Zloty,4.6376,2022-04-08,EUR/PLN
ZAR,EUR,South African Rand,16.5896,2018-10-24,EUR/ZAR
GBP,EUR,British Pound Sterling,0.87872,2019-02-06,EUR/GBP
TRY,EUR,Turkish Lira,8.7941,2020-09-03,EUR/TRY
JPY,EUR,Japanese Yen,161.033451,2025-04-05,EUR/JPY
GBP,EUR,British Pound Sterling,0.7894,2008-09-17,EUR/GBP
ZAR,EUR,South African Rand,15.3502,2018-07-27,EUR/ZAR
NOK,EUR,Norwegian Krone,10.87201,2020-06-29,EUR/NOK
NOK,EUR,Norwegian Krone,8.9121,2015-07-22,EUR/NOK
ZAR,EUR,South African Rand,20.024193,2023-11-18,EUR/ZAR
JPY,EUR,Japanese Yen,128.37,2021-09-22,EUR/JPY
GBP,EUR,British Pound Sterling,0.86777,2016-08-15,EUR/GBP
SGD,EUR,Singapore Dollar,1.472975,2026-07-14,EUR/SGD
CZK,EUR,Czech Republic Koruna,24.547282,2023-11-09,EUR/CZK
JPY,EUR,Japanese Yen,163.054449,2025-06-03,EUR/JPY
CHF,EUR,Swiss Franc,0.943667,2024-02-12,EUR/CHF
MXN,EUR,Mexican Peso,24.2423,2021-02-02,EUR/MXN
CNY,EUR,Chinese Yuan,9.0674,2011-09-02,EUR/CNY
NOK,EUR,Norwegian Krone,9.63403,2018-04-23,EUR/NOK
CHF,EUR,Swiss Franc,1.13497,2019-02-14,EUR/CHF
ZAR,EUR,South African Rand,19.3955,2020-06-16,EUR/ZAR
SEK,EUR,Swedish Krona,10.4246,2020-07-13,EUR/SEK
SGD,EUR,Singapore Dollar,1.4749,2023-06-30,EUR/SGD
CAD,EUR,Canadian Dollar,1.5776,2009-11-18,EUR/CAD
GBP,EUR,British Pound Sterling,0.871288,2026-02-12,EUR/GBP
CHF,EUR,Swiss Franc,0.913996,2026-05-18,EUR/CHF
TRY,EUR,Turkish Lira,6.1888,2019-08-15,EUR/TRY
JPY,EUR,Japanese Yen,115.89,2011-07-06,EUR/JPY
PLN,EUR,Polish Zloty,4.262346,2025-04-29,EUR/PLN
ZAR,EUR,South African Rand,15.1017,2015-10-27,EUR/ZAR
NOK,EUR,Norwegian Krone,10.07355,2021-06-07,EUR/NOK
MXN,EUR,Mexican Peso,23.6586,2021-07-06,EUR/MXN
USD,EUR,United States Dollar,1.204,2005-07-15,EUR/USD
USD,EUR,United States Dollar,1.17494,2017-10-23,EUR/USD
HKD,EUR,Hong Kong Dollar,9.256804,2025-07-03,EUR/HKD
CHF,EUR,Swiss Franc,1.08648,2016-07-21,EUR/CHF
CHF,EUR,Swiss Franc,0.916839,2026-05-12,EUR/CHF
SGD,EUR,Singapore Dollar,1.5222,2019-07-16,EUR/SGD
NZD,EUR,New Zealand Dollar,2.2272,2008-11-12,EUR/NZD
CAD,EUR,Canadian Dollar,1.3814,2015-06-11,EUR/CAD
CAD,EUR,Canadian Dollar,1.4266,2010-02-23,EUR/CAD
JPY,EUR,Japanese Yen,140.78,2006-01-23,EUR/JPY
JPY,EUR,Japanese Yen,124.74,2010-04-30,EUR/JPY
GBP,EUR,British Pound Sterling,0.857288,2025-04-20,EUR/GBP
CNY,EUR,Chinese Yuan,8.2524,2013-09-26,EUR/CNY
SGD,EUR,Singapore Dollar,1.466129,2024-07-17,EUR/SGD
HKD,EUR,Hong Kong Dollar,10.1276,2007-01-30,EUR/HKD
GBP,EUR,British Pound Sterling,0.89055,2018-07-18,EUR/GBP
DKK,EUR,Danish Krone,7.47133,2019-12-03,EUR/DKK
MXN,EUR,Mexican Peso,16.96505,2014-11-11,EUR/MXN
CHF,EUR,Swiss Franc,0.990679,2024-05-28,EUR/CHF
NOK,EUR,Norwegian Krone,9.41172,2017-07-13,EUR/NOK
CHF,EUR,Swiss Franc,1.08506,2017-06-12,EUR/CHF
CAD,EUR,Canadian Dollar,1.3687,2005-12-08,EUR/CAD
CAD,EUR,Canadian Dollar,1.45508,2023-07-07,EUR/CAD
USD,EUR,United States Dollar,1.4809,2011-04-29,EUR/USD
GBP,EUR,British Pound Sterling,0.89942,2020-11-12,EUR/GBP
AUD,EUR,Australian Dollar,1.4667,2014-04-14,EUR/AUD
AUD,EUR,Australian Dollar,1.7004,2004-10-05,EUR/AUD
GBP,EUR,British Pound Sterling,0.8576,2023-07-27,EUR/GBP
MXN,EUR,Mexican Peso,19.55503,2016-03-29,EUR/MXN
CZK,EUR,Czech Republic Koruna,24.438438,2023-12-13,EUR/CZK
JPY,EUR,Japanese Yen,127.947,2018-12-19,EUR/JPY
HKD,EUR,Hong Kong Dollar,10.1363,2010-07-30,EUR/HKD
GBP,EUR,British Pound Sterling,0.8827,2019-09-20,EUR/GBP
CNY,EUR,Chinese Yuan,7.3523,2015-01-07,EUR/CNY
JPY,EUR,Japanese Yen,105.52,2012-02-21,EUR/JPY
AUD,EUR,Australian Dollar,1.60478,2020-01-03,EUR/AUD
JPY,EUR,Japanese Yen,140.49,2014-03-05,EUR/JPY
JPY,EUR,Japanese Yen,129.74,2009-03-18,EUR/JPY
JPY,EUR,Japanese Yen,162.746281,2024-11-16,EUR/JPY
NZD,EUR,New Zealand Dollar,1.5806,2013-01-23,EUR/NZD
PLN,EUR,Polish Zloty,4.2952,2018-10-19,EUR/PLN
GBP,EUR,British Pound Sterling,0.84531,2019-12-04,EUR/GBP
TRY,EUR,Turkish Lira,6.5754,2020-02-06,EUR/TRY
CAD,EUR,Canadian Dollar,1.4528,2006-08-04,EUR/CAD
JPY,EUR,Japanese Yen,139.54,2006-01-18,EUR/JPY
HKD,EUR,Hong Kong Dollar,9.7547,2012-06-22,EUR/HKD
USD,EUR,United States Dollar,1.3558,2013-10-14,EUR/USD
GBP,EUR,British Pound Sterling,0.8092,2012-11-26,EUR/GBP
DKK,EUR,Danish Krone,7.43565,2021-06-25,EUR/DKK
JPY,EUR,Japanese Yen,144.78999,2014-12-31,EUR/JPY
CAD,EUR,Canadian Dollar,1.4249,2015-02-04,EUR/CAD
CNY,EUR,Chinese Yuan,7.926349,2024-08-28,EUR/CNY
HKD,EUR,Hong Kong Dollar,11.0881,2009-06-02,EUR/HKD
GBP,EUR,British Pound Sterling,0.8843,2017-11-10,EUR/GBP
CHF,EUR,Swiss Franc,0.98926,2023-02-23,EUR/CHF
USD,EUR,United States Dollar,1.4102,2011-05-24,EUR/USD
AUD,EUR,Australian Dollar,1.45945,2022-08-08,EUR/AUD
CZK,EUR,Czech Republic Koruna,27.4058,2014-04-07,EUR/CZK
USD,EUR,United States Dollar,1.1252,2016-09-26,EUR/USD
HKD,EUR,Hong Kong Dollar,8.7106,2016-05-23,EUR/HKD
DKK,EUR,Danish Krone,7.44862,2023-05-29,EUR/DKK
CNY,EUR,Chinese Yuan,8.1978,2013-11-14,EUR/CNY
CNY,EUR,Chinese Yuan,8.364813,2025-09-19,EUR/CNY
SEK,EUR,Swedish Krona,10.74975,2026-01-09,EUR/SEK
USD,EUR,United States Dollar,1.21904,2021-06-07,EUR/USD
SEK,EUR,Swedish Krona,9.3165,2015-05-18,EUR/SEK
DKK,EUR,Danish Krone,7.458625,2024-08-30,EUR/DKK
HKD,EUR,Hong Kong Dollar,8.2592,2016-11-29,EUR/HKD
NZD,EUR,New Zealand Dollar,2.020126,2026-01-13,EUR/NZD
CHF,EUR,Swiss Franc,1.2008,2012-06-29,EUR/CHF
NOK,EUR,Norwegian Krone,10.1112,2019-12-12,EUR/NOK
HKD,EUR,Hong Kong Dollar,9.1163,2021-08-10,EUR/HKD
MXN,EUR,Mexican Peso,21.031,2022-07-06,EUR/MXN
NOK,EUR,Norwegian Krone,9.917,2021-04-29,EUR/NOK
JPY,EUR,Japanese Yen,157.28,2007-03-27,EUR/JPY
NZD,EUR,New Zealand Dollar,2.047321,2025-10-17,EUR/NZD
CAD,EUR,Canadian Dollar,1.501479,2025-03-01,EUR/CAD
CHF,EUR,Swiss Franc,1.6337,2007-08-22,EUR/CHF
ZAR,EUR,South African Rand,19.15863,2020-03-23,EUR/ZAR
GBP,EUR,British Pound Sterling,0.8362,2011-02-15,EUR/GBP
CZK,EUR,Czech Republic Koruna,24.742457,2024-05-29,EUR/CZK
HKD,EUR,Hong Kong Dollar,10.2293,2013-05-01,EUR/HKD
AUD,EUR,Australian Dollar,1.7328,2008-09-08,EUR/AUD
AUD,EUR,Australian Dollar,1.221,2012-02-15,EUR/AUD
TRY,EUR,Turkish Lira,4.1472,2017-07-11,EUR/TRY
CAD,EUR,Canadian Dollar,1.503615,2024-07-28,EUR/CAD
USD,EUR,United States Dollar,1.2084,2005-06-24,EUR/USD
CAD,EUR,Canadian Dollar,1.39142,2015-01-15,EUR/CAD
SGD,EUR,Singapore Dollar,1.41078,2022-11-10,EUR/SGD
JPY,EUR,Japanese Yen,115.63,2011-05-24,EUR/JPY
MXN,EUR,Mexican Peso,19.8022,2023-04-18,EUR/MXN
DKK,EUR,Danish Krone,7.456176,2024-09-30,EUR/DKK
USD,EUR,United States Dollar,1.2358,2010-05-14,EUR/USD
CAD,EUR,Canadian Dollar,1.569147,2025-05-11,EUR/CAD
PLN,EUR,Polish Zloty,4.301117,2024-05-08,EUR/PLN
NOK,EUR,Norwegian Krone,9.52159,2017-06-21,EUR/NOK
HKD,EUR,Hong Kong Dollar,8.27954,2022-04-27,EUR/HKD
NOK,EUR,Norwegian Krone,11.154143,2026-03-27,EUR/NOK
GBP,EUR,British Pound Sterling,0.8056,2012-10-11,EUR/GBP
JPY,EUR,Japanese Yen,130.569,2018-05-22,EUR/JPY
CAD,EUR,Canadian Dollar,1.51199,2018-08-31,EUR/CAD
USD,EUR,United States Dollar,1.087424,2024-10-20,EUR/USD
HKD,EUR,Hong Kong Dollar,10.2272,2013-02-22,EUR/HKD
GBP,EUR,British Pound Sterling,0.78,2012-07-30,EUR/GBP
USD,EUR,United States Dollar,1.3506,2011-11-22,EUR/USD
HKD,EUR,Hong Kong Dollar,8.963777,2026-07-06,EUR/HKD
PLN,EUR,Polish Zloty,4.3597,2016-09-01,EUR/PLN
CAD,EUR,Canadian Dollar,1.4228,2014-12-22,EUR/CAD
HKD,EUR,Hong Kong Dollar,8.7363,2017-06-12,EUR/HKD
DKK,EUR,Danish Krone,7.45932,2025-05-29,EUR/DKK
USD,EUR,United States Dollar,1.06456,2015-11-17,EUR/USD
CHF,EUR,Swiss Franc,0.95425,2024-08-16,EUR/CHF
TRY,EUR,Turkish Lira,6.4968,2018-10-19,EUR/TRY
SEK,EUR,Swedish Krona,10.1881,2018-03-06,EUR/SEK
HKD,EUR,Hong Kong Dollar,11.615,2009-11-10,EUR/HKD
GBP,EUR,British Pound Sterling,0.88074,2017-07-06,EUR/GBP
CHF,EUR,Swiss Franc,0.957072,2025-03-06,EUR/CHF
PLN,EUR,Polish Zloty,4.30544,2020-03-10,EUR/PLN
CHF,EUR,Swiss Franc,1.219,2014-05-01,EUR/CHF
HKD,EUR,Hong Kong Dollar,11.0521,2009-09-02,EUR/HKD
CAD,EUR,Canadian Dollar,1.4063,2011-08-31,EUR/CAD
JPY,EUR,Japanese Yen,116.096,2016-07-28,EUR/JPY
JPY,EUR,Japanese Yen,168.647656,2024-05-13,EUR/JPY
TRY,EUR,Turkish Lira,10.0664,2021-07-23,EUR/TRY
HKD,EUR,Hong Kong Dollar,8.93487,2025-11-05,EUR/HKD
TRY,EUR,Turkish Lira,3.2734,2016-05-03,EUR/TRY
AUD,EUR,Australian Dollar,1.2279,2012-02-14,EUR/AUD
MXN,EUR,Mexican Peso,21.929608,2025-03-05,EUR/MXN
HKD,EUR,Hong Kong Dollar,8.5158,2016-10-19,EUR/HKD
AUD,EUR,Australian Dollar,1.49617,2014-12-10,EUR/AUD
HKD,EUR,Hong Kong Dollar,8.159086,2025-02-26,EUR/HKD
AUD,EUR,Australian Dollar,1.4549,2010-06-30,EUR/AUD
GBP,EUR,British Pound Sterling,0.8437,2013-03-28,EUR/GBP
SGD,EUR,Singapore Dollar,1.500775,2025-09-03,EUR/SGD
HKD,EUR,Hong Kong Dollar,8.4276,2020-04-17,EUR/HKD
TRY,EUR,Turkish Lira,28.9977,2023-09-26,EUR/TRY
NZD,EUR,New Zealand Dollar,1.71436,2020-12-24,EUR/NZD
NZD,EUR,New Zealand Dollar,1.66736,2021-10-04,EUR/NZD
ZAR,EUR,South African Rand,14.88,2018-01-11,EUR/ZAR
CNY,EUR,Chinese Yuan,10.1556,2009-11-17,EUR/CNY
CHF,EUR,Swiss Franc,1.5161,2009-07-15,EUR/CHF
DKK,EUR,Danish Krone,7.4461,2016-09-15,EUR/DKK
JPY,EUR,Japanese Yen,157.9637,2024-12-02,EUR/JPY
GBP,EUR,British Pound Sterling,0.8571,2013-01-28,EUR/GBP
NZD,EUR,New Zealand Dollar,1.65526,2019-02-22,EUR/NZD
CAD,EUR,Canadian Dollar,1.50033,2017-12-28,EUR/CAD
HKD,EUR,Hong Kong Dollar,9.016154,2025-11-13,EUR/HKD
CAD,EUR,Canadian Dollar,1.41819,2021-11-24,EUR/CAD
PLN,EUR,Polish Zloty,4.55103,2021-05-12,EUR/PLN
GBP,EUR,British Pound Sterling,0.6693,2006-11-08,EUR/GBP
USD,EUR,United States Dollar,1.4237,2011-08-11,EUR/USD
JPY,EUR,Japanese Yen,157.003825,2023-12-23,EUR/JPY
USD,EUR,United States Dollar,1.173298,2025-07-23,EUR/USD
USD,EUR,United States Dollar,1.3923,2010-10-21,EUR/USD
CAD,EUR,Canadian Dollar,1.45963,2016-08-10,EUR/CAD
CZK,EUR,Czech Republic Koruna,27.4555,2014-07-27,EUR/CZK
NZD,EUR,New Zealand Dollar,1.820135,2024-08-08,EUR/NZD
ZAR,EUR,South African Rand,16.1908,2019-03-25,EUR/ZAR
CNY,EUR,Chinese Yuan,7.843801,2024-07-25,EUR/CNY
CNY,EUR,Chinese Yuan,8.272627,2025-12-29,EUR/CNY
NOK,EUR,Norwegian Krone,11.329048,2025-04-01,EUR/NOK
TRY,EUR,Turkish Lira,37.409242,2024-10-10,EUR/TRY
AUD,EUR,Australian Dollar,1.54347,2021-04-05,EUR/AUD
CHF,EUR,Swiss Franc,0.977165,2024-05-09,EUR/CHF
HKD,EUR,Hong Kong Dollar,9.244992,2026-03-01,EUR/HKD
AUD,EUR,Australian Dollar,1.174,2012-08-07,EUR/AUD
CHF,EUR,Swiss Franc,0.937586,2024-01-15,EUR/CHF
NZD,EUR,New Zealand Dollar,1.78716,2020-05-21,EUR/NZD
HKD,EUR,Hong Kong Dollar,9.133514,2025-08-18,EUR/HKD
USD,EUR,United States Dollar,1.1137,2019-05-29,EUR/USD
SGD,EUR,Singapore Dollar,1.6063,2021-07-28,EUR/SGD
